transaction_id,age,country,device_type,transaction_amount,hour_of_day,num_prev_txns,is_international,fraud
tx_001195,61,FR,mobile,472.11,15,4,0,0
tx_001196,66,FR,desktop,57.58,1,5,0,0
tx_001197,84,NG,mobile,74.4,19,4,0,0
tx_001198,72,CA,mobile,39.66,14,7,1,0
tx_001199,60,DE,mobile,22.09,7,4,1,0
tx_001200,77,BR,mobile,449.56,16,1,0,1
tx_001201,50,FR,desktop,230.47,0,3,0,0
tx_001202,84,GB,mobile,43.94,11,1,0,0
tx_001203,69,US,mobile,193.38,22,3,0,0
tx_001204,62,FR,mobile,374.89,18,2,0,0
tx_001205,79,DE,mobile,106.12,1,0,0,0
tx_001206,53,US,mobile,154.23,14,0,0,0
tx_001207,67,BR,mobile,710.69,16,5,0,1
tx_001208,37,US,mobile,165.8,12,3,0,0
tx_001209,83,NG,mobile,48.01,7,1,0,0
tx_001210,60,GB,desktop,128.73,16,4,0,0
tx_001211,71,GB,mobile,40.64,10,1,0,0
tx_001212,49,US,desktop,322.0,22,4,1,0
tx_001213,76,CA,mobile,93.19,20,6,1,0
tx_001214,23,IN,mobile,90.51,21,4,0,0
tx_001215,25,US,desktop,753.49,10,4,0,0
tx_001216,52,IN,mobile,66.67,16,4,0,0
tx_001217,67,NG,mobile,55.17,3,3,0,0
tx_001218,73,BR,tablet,78.18,18,2,0,0
tx_001219,47,BR,tablet,383.1,18,7,0,0
tx_001220,62,US,mobile,292.46,18,3,1,0
tx_001221,55,US,mobile,127.31,0,3,0,0
tx_001222,83,DE,desktop,117.6,10,3,0,0
tx_001223,62,DE,tablet,276.46,6,0,0,0
tx_001224,46,FR,mobile,237.1,21,3,0,0
tx_001225,83,FR,mobile,174.54,12,4,1,0
tx_001226,25,BR,desktop,299.78,14,2,0,0
tx_001227,84,DE,mobile,73.24,10,0,0,0
tx_001228,28,IN,desktop,94.65,2,3,0,0
tx_001229,37,DE,mobile,311.13,14,4,0,0
tx_001230,73,FR,desktop,251.64,14,2,0,0
tx_001231,67,DE,mobile,204.02,9,3,1,0
tx_001232,83,IN,mobile,735.91,15,3,1,0
tx_001233,68,GB,mobile,347.94,9,4,1,0
tx_001234,61,CA,mobile,130.59,15,3,0,0
tx_001235,41,GB,mobile,102.32,8,0,0,0
tx_001236,18,DE,mobile,260.54,18,1,1,1
tx_001237,26,BR,desktop,448.61,21,2,0,0
tx_001238,38,US,mobile,33.92,11,3,0,0
tx_001239,20,BR,desktop,246.8,0,3,0,1
tx_001240,52,GB,mobile,152.14,16,5,0,0
tx_001241,70,NG,desktop,230.42,22,1,0,0
tx_001242,83,GB,mobile,51.11,17,3,1,0
tx_001243,51,IN,mobile,448.39,8,4,1,0
tx_001244,77,BR,mobile,532.72,13,2,0,0
tx_001245,85,DE,mobile,325.7,8,4,1,0
tx_001246,76,DE,desktop,606.01,18,1,0,1
tx_001247,49,GB,desktop,145.98,17,3,0,0
tx_001248,40,BR,desktop,242.48,15,2,0,0
tx_001249,84,US,desktop,329.15,9,7,0,0
tx_001250,34,IN,desktop,263.08,4,3,0,0
tx_001251,45,NG,tablet,161.77,14,5,0,0
tx_001252,23,BR,desktop,176.05,8,3,0,0
tx_001253,71,FR,mobile,500.46,21,3,0,1
tx_001254,62,CA,mobile,196.11,1,2,0,0
tx_001255,23,DE,mobile,431.09,20,0,1,0
tx_001256,33,CA,desktop,188.24,18,5,0,0
tx_001257,55,NG,mobile,429.32,12,3,0,0
tx_001258,54,DE,mobile,212.66,23,3,0,0
tx_001259,72,BR,desktop,309.94,17,2,0,0
tx_001260,36,DE,mobile,113.83,1,8,1,0
tx_001261,80,DE,mobile,242.08,9,1,1,0
tx_001262,48,CA,desktop,115.3,20,2,0,0
tx_001263,73,FR,mobile,143.04,18,2,0,0
tx_001264,34,FR,mobile,152.78,3,1,1,1
tx_001265,20,IN,mobile,173.66,4,2,0,0
tx_001266,21,US,mobile,395.69,22,4,0,0
tx_001267,43,CA,mobile,138.51,1,1,0,0
tx_001268,82,DE,mobile,223.85,22,3,0,0
tx_001269,21,FR,mobile,430.27,12,1,0,0
tx_001270,43,DE,desktop,305.33,19,3,0,0
tx_001271,25,GB,mobile,34.76,5,1,0,0
tx_001272,81,US,mobile,49.66,8,3,0,0
tx_001273,63,IN,mobile,266.7,17,1,0,0
tx_001274,69,GB,mobile,132.75,3,5,0,0
tx_001275,66,US,mobile,42.58,2,3,1,0
tx_001276,62,US,mobile,124.75,14,6,0,0
tx_001277,70,US,mobile,274.05,0,5,0,1
tx_001278,18,US,desktop,151.4,22,2,0,1
tx_001279,76,DE,mobile,207.81,16,5,0,0
tx_001280,68,GB,tablet,162.64,17,1,0,0
tx_001281,68,IN,mobile,110.32,12,2,0,0
tx_001282,44,NG,desktop,238.6,14,5,0,0
tx_001283,72,FR,mobile,37.74,22,1,0,0
tx_001284,43,DE,desktop,98.42,0,5,0,0
tx_001285,21,BR,desktop,347.02,5,0,1,0
tx_001286,79,DE,mobile,51.34,16,3,0,0
tx_001287,33,BR,mobile,199.9,2,3,0,1
tx_001288,24,BR,tablet,141.83,5,4,0,0
tx_001289,60,IN,tablet,130.89,0,5,0,0
tx_001290,33,NG,tablet,370.45,1,4,0,1
tx_001291,76,IN,mobile,421.74,10,3,1,1
tx_001292,48,GB,mobile,78.0,15,1,1,0
tx_001293,18,CA,mobile,174.79,2,7,0,1
tx_001294,82,GB,desktop,26.99,23,4,0,0
tx_001295,52,IN,mobile,355.96,18,4,0,0
tx_001296,35,NG,mobile,191.94,15,9,0,0
tx_001297,64,IN,mobile,47.69,1,1,0,0
tx_001298,54,US,mobile,102.74,12,6,1,0
tx_001299,20,GB,desktop,71.51,22,5,0,0
tx_001300,69,GB,mobile,97.55,5,5,0,0
tx_001301,45,BR,desktop,30.3,12,2,0,0
tx_001302,65,GB,mobile,496.85,13,4,0,0
tx_001303,78,US,mobile,80.85,16,7,0,0
tx_001304,59,US,mobile,199.54,22,3,1,0
tx_001305,63,IN,mobile,272.23,3,2,0,0
tx_001306,35,US,mobile,422.16,1,5,0,1
tx_001307,34,IN,desktop,204.87,2,2,0,0
tx_001308,46,NG,mobile,160.65,6,4,0,0
tx_001309,75,FR,mobile,211.5,8,1,0,0
tx_001310,53,BR,desktop,77.58,21,3,0,1
tx_001311,41,US,mobile,83.67,12,3,0,0
tx_001312,71,GB,mobile,157.65,17,5,0,0
tx_001313,76,DE,mobile,18.57,13,4,0,0
tx_001314,79,CA,mobile,112.39,22,2,0,0
tx_001315,38,FR,mobile,134.69,7,2,0,0
tx_001316,66,IN,mobile,667.12,16,2,0,0
tx_001317,58,US,mobile,459.86,6,3,0,0
tx_001318,48,US,mobile,271.51,5,5,0,1
tx_001319,44,FR,desktop,362.2,23,3,0,0
tx_001320,25,FR,desktop,83.01,0,3,0,0
tx_001321,36,DE,mobile,215.85,6,2,0,0
tx_001322,55,CA,mobile,331.45,9,7,0,0
tx_001323,78,DE,desktop,83.72,3,4,0,0
tx_001324,76,US,mobile,49.81,18,1,0,0
tx_001325,30,GB,desktop,251.01,8,4,0,0
tx_001326,64,BR,mobile,55.93,11,2,0,0
tx_001327,23,FR,mobile,289.72,7,2,0,0
tx_001328,63,IN,mobile,417.22,21,2,0,0
tx_001329,41,IN,desktop,86.23,10,6,0,0
tx_001330,48,US,mobile,92.51,18,4,0,0
tx_001331,66,GB,mobile,408.84,14,2,0,0
tx_001332,46,US,mobile,205.72,22,3,0,0
tx_001333,72,DE,desktop,372.0,14,1,1,0
tx_001334,54,US,mobile,162.35,23,4,0,0
tx_001335,85,BR,desktop,172.27,16,2,0,0
tx_001336,61,CA,mobile,201.64,1,1,0,0
tx_001337,38,IN,mobile,578.88,3,5,0,1
tx_001338,70,CA,mobile,352.05,18,3,0,1
tx_001339,45,GB,tablet,109.17,1,1,0,0
tx_001340,54,NG,mobile,227.72,4,3,0,0
tx_001341,27,BR,mobile,153.36,18,1,1,0
tx_001342,26,FR,desktop,130.88,8,4,0,1
tx_001343,57,GB,mobile,283.93,5,3,0,0
tx_001344,30,NG,mobile,243.65,4,1,0,0
tx_001345,85,FR,mobile,87.16,7,2,0,0
tx_001346,76,CA,desktop,202.03,20,2,0,0
tx_001347,65,DE,mobile,127.52,10,1,0,0
tx_001348,67,FR,desktop,271.14,22,2,0,0
tx_001349,58,DE,desktop,122.78,17,4,1,0
tx_001350,22,NG,mobile,173.1,6,2,0,0
tx_001351,44,BR,mobile,133.92,3,1,0,0
tx_001352,51,IN,desktop,36.22,22,1,0,0
tx_001353,80,NG,desktop,559.82,21,3,0,0
tx_001354,32,FR,desktop,200.33,2,2,1,0
tx_001355,51,CA,mobile,572.84,7,4,0,1
tx_001356,41,DE,desktop,207.31,17,1,0,0
tx_001357,27,IN,desktop,320.97,23,3,0,0
tx_001358,25,US,tablet,115.55,21,4,0,0
tx_001359,42,BR,mobile,118.06,6,3,0,0
tx_001360,23,DE,desktop,191.86,21,5,1,1
tx_001361,22,NG,desktop,569.42,17,3,0,0
tx_001362,41,DE,desktop,89.99,11,7,0,0
tx_001363,31,GB,desktop,26.87,9,2,0,0
tx_001364,55,FR,desktop,402.38,19,8,1,0
tx_001365,19,BR,mobile,334.96,20,9,1,1
tx_001366,38,DE,mobile,140.27,21,2,1,0
tx_001367,48,CA,mobile,718.89,11,1,0,1
tx_001368,83,IN,desktop,739.39,6,3,0,0
tx_001369,61,FR,mobile,33.37,20,4,0,0
tx_001370,77,US,desktop,113.23,7,3,0,0
tx_001371,41,GB,tablet,190.8,18,3,0,0
tx_001372,48,DE,desktop,265.83,12,1,0,0
tx_001373,46,DE,desktop,237.61,14,5,0,0
tx_001374,78,DE,desktop,199.76,5,3,0,0
tx_001375,83,DE,mobile,77.88,5,2,0,0
tx_001376,83,FR,mobile,290.15,15,3,0,0
tx_001377,69,IN,mobile,301.98,6,2,0,0
tx_001378,52,BR,desktop,383.1,16,2,0,0
tx_001379,54,DE,mobile,67.85,23,4,0,0
tx_001380,84,BR,mobile,167.87,1,3,0,0
tx_001381,37,US,desktop,134.67,22,2,0,0
tx_001382,41,GB,mobile,66.62,4,4,0,0
tx_001383,78,NG,desktop,165.77,3,5,0,0
tx_001384,44,DE,mobile,81.59,20,2,0,0
tx_001385,33,NG,desktop,56.22,4,3,0,0
tx_001386,56,DE,mobile,337.99,15,4,0,0
tx_001387,40,DE,desktop,139.65,2,1,0,0
tx_001388,78,CA,desktop,108.53,2,3,0,0
tx_001389,79,BR,mobile,448.52,4,1,0,0
tx_001390,38,NG,mobile,308.42,12,6,0,0
tx_001391,54,US,desktop,23.45,6,2,0,0
tx_001392,84,IN,mobile,267.09,5,4,1,0
tx_001393,68,NG,desktop,266.17,20,4,0,0
tx_001394,32,DE,mobile,160.31,4,4,0,0
tx_001395,58,IN,desktop,155.49,2,2,0,1
tx_001396,60,US,mobile,41.15,2,2,0,0
tx_001397,62,IN,mobile,713.47,21,0,0,1
tx_001398,19,DE,mobile,165.26,11,6,0,1
tx_001399,38,NG,mobile,256.67,23,3,0,0
tx_001400,76,CA,mobile,172.6,19,3,0,0
tx_001401,34,FR,desktop,110.1,6,4,1,1
tx_001402,38,US,desktop,356.34,18,1,0,0
tx_001403,39,CA,tablet,222.57,10,5,1,0
tx_001404,30,IN,desktop,166.37,13,2,1,0
tx_001405,28,DE,desktop,254.67,12,1,0,0
tx_001406,41,DE,mobile,185.34,18,1,0,0
tx_001407,77,US,tablet,598.94,4,2,1,0
tx_001408,18,DE,mobile,347.97,1,2,0,0
tx_001409,37,BR,mobile,285.36,17,4,0,0
tx_001410,22,DE,desktop,46.73,22,2,0,0
tx_001411,56,FR,tablet,292.5,13,2,0,0
tx_001412,35,DE,mobile,287.32,2,9,0,0
tx_001413,71,US,mobile,82.95,2,4,0,0
tx_001414,57,CA,mobile,45.59,13,2,0,0
tx_001415,71,FR,desktop,338.08,21,2,0,0
tx_001416,61,NG,mobile,367.9,14,3,0,0
tx_001417,47,NG,desktop,118.58,7,5,0,1
tx_001418,76,FR,mobile,114.06,14,6,0,0
tx_001419,50,DE,mobile,219.72,3,0,0,0
tx_001420,82,BR,desktop,139.28,11,1,0,0
tx_001421,85,DE,mobile,44.51,23,1,1,0
tx_001422,58,US,desktop,82.08,15,1,0,0
tx_001423,63,DE,mobile,249.89,2,3,0,1
tx_001424,35,FR,desktop,86.43,4,3,0,0
tx_001425,73,US,mobile,380.79,1,4,0,1
tx_001426,63,US,tablet,284.02,9,2,0,0
tx_001427,79,DE,desktop,257.24,5,4,1,0
tx_001428,36,IN,mobile,216.29,23,4,0,0
tx_001429,71,US,tablet,105.84,7,3,1,0
tx_001430,49,CA,mobile,312.16,0,3,1,1
tx_001431,30,CA,mobile,103.22,10,6,1,1
tx_001432,29,CA,desktop,395.5,17,3,0,0
tx_001433,56,DE,desktop,537.63,16,5,0,0
tx_001434,39,BR,desktop,221.59,23,4,0,0
tx_001435,24,DE,tablet,490.79,8,4,1,0
tx_001436,47,US,mobile,83.14,12,3,1,1
tx_001437,62,IN,mobile,286.3,13,1,1,0
tx_001438,39,CA,mobile,195.93,0,4,0,0
tx_001439,82,DE,mobile,342.14,0,2,0,0
tx_001440,71,FR,mobile,25.19,19,2,0,0
tx_001441,52,IN,mobile,328.08,9,1,0,0
tx_001442,81,FR,mobile,114.73,16,3,0,0
tx_001443,47,US,mobile,203.38,22,3,0,0
tx_001444,27,CA,mobile,705.46,5,1,0,0
tx_001445,20,DE,desktop,293.17,18,3,0,1
tx_001446,81,GB,mobile,266.26,5,3,0,0
tx_001447,83,FR,desktop,250.84,17,1,0,0
tx_001448,68,US,desktop,424.02,3,2,0,0
tx_001449,25,DE,mobile,350.33,7,2,0,0
tx_001450,37,US,desktop,252.87,11,2,0,0
tx_001451,20,US,tablet,230.57,11,0,0,0
tx_001452,21,IN,mobile,219.38,0,0,0,0
tx_001453,34,FR,desktop,187.8,20,1,0,0
tx_001454,56,NG,mobile,66.75,0,3,1,0
tx_001455,22,BR,mobile,288.72,21,3,0,0
tx_001456,84,US,desktop,124.64,4,1,0,0
tx_001457,48,US,desktop,170.65,17,1,0,0
tx_001458,35,US,desktop,366.87,17,3,0,0
tx_001459,53,DE,desktop,191.21,10,3,1,0
tx_001460,71,US,desktop,179.98,12,4,0,0
tx_001461,39,CA,mobile,222.09,1,5,0,1
tx_001462,21,NG,mobile,153.9,21,5,1,1
tx_001463,21,NG,mobile,695.51,2,5,0,1
tx_001464,75,IN,mobile,633.42,15,3,1,1
tx_001465,25,US,desktop,622.53,0,2,1,1
tx_001466,61,IN,mobile,251.45,17,1,0,0
tx_001467,44,DE,mobile,118.06,8,1,1,0
tx_001468,70,US,mobile,373.72,11,6,0,0
tx_001469,22,BR,mobile,154.85,0,6,0,0
tx_001470,79,US,mobile,396.52,5,2,0,0
tx_001471,65,FR,mobile,113.43,10,0,1,0
tx_001472,48,FR,mobile,264.71,17,4,0,0
tx_001473,32,US,mobile,435.25,14,4,0,0
tx_001474,84,IN,mobile,161.82,6,3,0,0
tx_001475,38,IN,tablet,161.35,14,1,0,0
tx_001476,51,DE,mobile,50.65,5,3,0,0
tx_001477,44,NG,mobile,116.43,13,3,0,0
tx_001478,33,BR,mobile,247.89,12,3,0,0
tx_001479,46,US,desktop,275.71,5,4,0,0
tx_001480,28,US,mobile,304.99,4,2,0,0
tx_001481,18,BR,mobile,32.34,12,4,0,0
tx_001482,37,BR,tablet,155.44,14,4,1,1
tx_001483,25,DE,tablet,57.05,23,5,0,0
tx_001484,46,DE,mobile,238.88,11,6,0,0
tx_001485,76,BR,mobile,41.22,10,5,0,0
tx_001486,29,NG,mobile,74.59,11,2,0,0
tx_001487,18,FR,mobile,346.18,20,2,0,0
tx_001488,25,DE,mobile,128.04,7,1,1,0
tx_001489,52,DE,desktop,493.59,9,2,0,0
tx_001490,36,FR,mobile,310.65,8,4,0,0
tx_001491,51,GB,mobile,162.54,14,5,0,0
tx_001492,19,BR,mobile,384.54,16,3,1,1
tx_001493,40,BR,mobile,173.62,11,3,0,0
tx_001494,45,US,mobile,332.59,6,7,0,0
tx_001495,47,BR,mobile,111.59,16,5,1,0
tx_001496,55,IN,mobile,399.93,6,1,1,1
tx_001497,71,IN,mobile,45.57,21,4,0,0
tx_001498,49,US,mobile,74.48,14,1,0,0
tx_001499,75,DE,desktop,86.99,10,3,0,0
tx_001500,54,BR,mobile,121.9,5,5,1,0
tx_001501,35,NG,mobile,254.36,18,2,0,0
tx_001502,33,US,desktop,199.11,14,1,1,0
tx_001503,39,NG,desktop,335.26,21,5,0,0
tx_001504,58,US,mobile,439.36,16,2,0,1
tx_001505,34,GB,mobile,40.31,18,3,0,0
tx_001506,80,GB,mobile,475.44,2,5,1,0
tx_001507,50,DE,mobile,170.63,0,2,0,0
tx_001508,76,IN,desktop,614.6,15,5,0,0
tx_001509,64,NG,mobile,107.36,0,5,0,0
tx_001510,40,DE,mobile,28.25,21,2,0,0
tx_001511,33,IN,mobile,313.12,21,3,0,0
tx_001512,68,DE,mobile,299.52,14,3,0,0
tx_001513,40,US,mobile,76.37,17,2,1,0
tx_001514,34,GB,mobile,83.77,10,2,0,0
tx_001515,81,US,mobile,352.83,22,1,0,1
tx_001516,50,NG,desktop,263.3,0,1,0,0
tx_001517,21,FR,desktop,157.41,7,4,0,0
tx_001518,51,BR,desktop,282.72,16,6,0,0
tx_001519,49,BR,desktop,244.67,18,5,0,0
tx_001520,76,CA,tablet,92.15,5,3,0,1
tx_001521,66,FR,tablet,371.21,19,4,0,0
tx_001522,31,IN,mobile,322.92,11,1,0,1
tx_001523,28,CA,mobile,202.57,20,3,1,0
tx_001524,59,FR,mobile,352.99,6,9,0,0
tx_001525,21,IN,desktop,665.39,16,2,1,0
tx_001526,39,GB,desktop,82.85,4,4,0,0
tx_001527,27,US,mobile,163.11,3,5,0,0
tx_001528,19,US,desktop,169.56,16,1,0,0
tx_001529,80,DE,desktop,347.65,16,2,1,1
tx_001530,24,IN,desktop,120.63,7,6,0,0
tx_001531,18,FR,mobile,334.27,14,5,0,1
tx_001532,81,US,mobile,132.93,22,5,0,0
tx_001533,30,BR,mobile,74.15,8,5,0,0
tx_001534,73,BR,mobile,211.71,12,3,1,0
tx_001535,20,BR,mobile,130.54,5,4,0,0
tx_001536,28,IN,mobile,227.7,12,3,0,0
tx_001537,25,NG,mobile,269.03,21,4,0,0
tx_001538,66,BR,mobile,43.65,15,5,1,0
tx_001539,60,DE,mobile,143.3,3,4,1,0
tx_001540,50,GB,mobile,211.84,17,2,0,0
tx_001541,34,IN,tablet,354.03,10,3,0,1
tx_001542,24,BR,mobile,324.58,0,2,0,0
tx_001543,56,CA,desktop,99.31,14,2,0,1
tx_001544,33,US,mobile,176.17,7,1,0,0
tx_001545,58,FR,mobile,279.13,23,2,1,0
tx_001546,64,US,tablet,166.76,23,5,1,0
tx_001547,75,US,desktop,108.0,16,3,0,0
tx_001548,51,BR,desktop,193.34,15,6,0,0
tx_001549,18,US,desktop,260.59,7,2,1,1
tx_001550,37,US,mobile,90.99,1,2,0,0
tx_001551,76,US,desktop,300.87,1,1,0,0
tx_001552,54,US,mobile,221.25,11,2,0,0
tx_001553,60,IN,desktop,308.58,7,2,0,1
tx_001554,49,DE,tablet,190.07,23,2,0,0
tx_001555,29,GB,desktop,600.48,7,3,0,1
tx_001556,78,IN,desktop,256.97,5,3,0,0
tx_001557,70,NG,desktop,333.26,19,2,0,0
tx_001558,85,CA,mobile,300.01,20,3,0,0
tx_001559,76,IN,mobile,174.39,9,2,0,0
tx_001560,37,GB,desktop,240.63,1,2,0,1
tx_001561,35,GB,desktop,123.02,2,1,0,0
tx_001562,34,GB,mobile,572.07,12,2,0,1
tx_001563,80,US,desktop,277.63,20,4,0,0
tx_001564,55,DE,mobile,102.54,9,1,1,0
tx_001565,48,FR,desktop,488.01,0,3,0,0
tx_001566,83,DE,desktop,181.35,8,1,0,0
tx_001567,59,US,mobile,366.06,0,5,1,0
tx_001568,79,DE,mobile,42.39,10,2,0,0
tx_001569,84,NG,desktop,429.76,11,1,0,0
tx_001570,23,US,mobile,269.58,17,2,0,0
tx_001571,42,FR,tablet,95.5,1,3,1,0
tx_001572,67,DE,mobile,266.24,11,2,0,0
tx_001573,73,US,mobile,534.63,4,4,0,0
tx_001574,28,FR,mobile,126.09,11,4,0,0
tx_001575,39,US,desktop,124.7,23,1,0,0
tx_001576,55,IN,mobile,172.35,17,0,0,0
tx_001577,72,US,desktop,210.36,20,1,0,0
tx_001578,25,US,tablet,382.56,0,1,0,0
tx_001579,58,FR,mobile,280.28,18,1,0,0
tx_001580,38,NG,mobile,172.23,20,2,0,1
tx_001581,32,CA,mobile,248.17,16,5,1,1
tx_001582,53,DE,desktop,592.62,18,2,0,0
tx_001583,46,DE,mobile,314.93,1,1,0,0
tx_001584,61,FR,desktop,186.68,17,4,1,0
tx_001585,39,FR,desktop,168.35,20,1,0,0
tx_001586,73,FR,desktop,237.69,5,6,0,0
tx_001587,23,BR,mobile,379.38,11,4,0,0
tx_001588,76,GB,tablet,111.74,10,2,0,0
tx_001589,20,FR,desktop,344.79,2,2,0,0
tx_001590,68,US,desktop,183.85,3,1,1,0
tx_001591,41,US,mobile,204.93,7,2,1,0
tx_001592,44,IN,mobile,905.85,2,1,0,1
tx_001593,19,CA,mobile,321.21,12,2,1,0
tx_001594,65,BR,tablet,133.89,1,2,1,0
tx_001595,29,FR,desktop,269.02,0,0,0,0
tx_001596,62,IN,desktop,392.3,15,4,1,0
tx_001597,67,NG,mobile,323.65,6,4,1,0
tx_001598,75,IN,desktop,22.77,9,2,0,0
tx_001599,66,BR,mobile,198.66,8,3,1,0
tx_001600,38,US,desktop,277.38,11,1,1,0
tx_001601,68,US,mobile,261.84,11,5,0,0
tx_001602,74,BR,desktop,142.76,3,5,0,0
tx_001603,39,NG,desktop,327.47,0,4,0,0
tx_001604,26,GB,mobile,430.99,10,2,0,0
tx_001605,78,GB,mobile,45.14,13,5,0,0
tx_001606,28,US,mobile,40.8,18,1,0,0
tx_001607,58,BR,mobile,267.35,4,5,0,1
tx_001608,34,IN,mobile,346.17,2,1,0,1
tx_001609,26,IN,mobile,126.53,14,0,0,0
tx_001610,70,DE,mobile,24.49,21,4,0,0
tx_001611,27,DE,mobile,201.15,5,8,1,0
tx_001612,63,US,desktop,264.62,2,3,0,1
tx_001613,65,BR,mobile,161.78,9,3,0,0
tx_001614,22,US,mobile,398.86,13,2,0,0
tx_001615,29,US,desktop,253.35,14,3,0,0
tx_001616,72,BR,mobile,115.61,2,4,0,0
tx_001617,52,US,desktop,125.73,15,6,0,0
tx_001618,26,CA,tablet,204.41,8,3,0,0
tx_001619,85,DE,desktop,153.35,0,3,0,0
tx_001620,36,DE,mobile,38.03,22,0,0,0
tx_001621,18,FR,mobile,238.06,12,3,0,0
tx_001622,80,DE,desktop,128.45,7,1,1,0
tx_001623,19,CA,desktop,146.75,19,7,0,0
tx_001624,55,BR,mobile,82.18,19,3,0,0
tx_001625,85,GB,desktop,543.79,4,2,0,1
tx_001626,57,BR,desktop,308.25,23,2,0,0
tx_001627,57,GB,desktop,632.28,12,4,1,0
tx_001628,44,US,mobile,161.15,6,3,0,0
tx_001629,26,US,mobile,320.43,10,1,0,0
tx_001630,56,DE,mobile,241.06,4,3,0,0
tx_001631,79,US,mobile,119.4,20,3,0,0
tx_001632,24,NG,desktop,159.87,6,3,0,0
tx_001633,77,DE,mobile,307.85,10,3,0,0
tx_001634,46,DE,mobile,82.07,1,0,1,0
tx_001635,54,IN,mobile,401.51,22,1,1,0
tx_001636,29,US,desktop,226.96,7,7,0,0
tx_001637,60,FR,desktop,366.67,15,6,0,0
tx_001638,30,NG,desktop,265.37,8,3,0,0
tx_001639,36,GB,desktop,45.52,13,0,0,0
tx_001640,67,FR,tablet,198.78,13,4,0,0
tx_001641,21,US,mobile,407.35,7,4,0,1
tx_001642,48,IN,mobile,224.53,10,0,0,0
tx_001643,58,US,desktop,202.61,14,3,0,0
tx_001644,26,US,desktop,224.37,5,5,0,0
tx_001645,38,GB,mobile,34.82,3,4,0,0
tx_001646,41,BR,tablet,435.61,4,4,0,0
tx_001647,63,GB,mobile,17.38,9,3,0,0
tx_001648,84,BR,desktop,496.38,5,1,1,0
tx_001649,74,DE,mobile,152.32,6,7,0,0
tx_001650,30,DE,mobile,278.56,16,2,0,0
tx_001651,19,US,desktop,31.49,16,4,1,0
tx_001652,21,DE,desktop,343.62,22,3,0,1
tx_001653,58,US,desktop,304.7,18,2,0,0
tx_001654,28,BR,mobile,292.0,10,2,1,0
tx_001655,33,GB,mobile,29.84,22,6,0,0
tx_001656,75,BR,mobile,106.27,22,3,0,0
tx_001657,77,US,mobile,266.36,5,4,0,1
tx_001658,75,BR,mobile,427.78,4,4,0,1
tx_001659,35,US,mobile,93.01,21,5,0,0
tx_001660,60,US,mobile,95.31,21,1,0,0
tx_001661,59,BR,mobile,254.11,20,3,0,1
tx_001662,30,GB,mobile,854.38,11,3,0,1
tx_001663,55,BR,mobile,121.18,20,4,0,0
tx_001664,53,BR,mobile,150.86,18,4,0,0
tx_001665,44,BR,tablet,133.63,17,4,0,0
tx_001666,69,DE,tablet,184.17,14,2,0,0
tx_001667,64,DE,desktop,450.46,6,2,1,1
tx_001668,54,FR,mobile,191.7,17,8,0,0
tx_001669,67,US,desktop,907.33,21,2,1,1
tx_001670,69,NG,mobile,218.64,21,1,0,0
tx_001671,56,DE,mobile,479.45,14,3,0,1
tx_001672,36,US,desktop,159.91,0,2,0,0
tx_001673,69,CA,mobile,66.95,17,2,0,0
tx_001674,66,CA,tablet,191.46,6,5,0,0
tx_001675,84,NG,desktop,295.06,4,1,0,0
tx_001676,28,GB,mobile,107.09,1,3,0,0
tx_001677,46,BR,mobile,430.23,3,1,0,1
tx_001678,80,BR,desktop,138.98,11,0,0,0
tx_001679,52,BR,mobile,82.21,6,2,0,0
tx_001680,82,CA,mobile,799.09,9,2,0,0
tx_001681,18,DE,mobile,102.3,12,3,0,0
tx_001682,20,BR,tablet,135.67,12,4,0,0
tx_001683,72,US,mobile,329.45,9,3,0,0
tx_001684,42,US,tablet,155.6,10,2,0,0
tx_001685,53,CA,desktop,84.96,21,4,0,0
tx_001686,47,FR,mobile,124.92,6,3,0,0
tx_001687,45,CA,mobile,659.67,0,2,0,0
tx_001688,81,US,desktop,302.43,19,5,0,0
tx_001689,24,US,mobile,344.81,1,1,0,1
tx_001690,70,US,mobile,245.26,18,2,1,0
tx_001691,78,GB,mobile,275.91,7,3,1,1
tx_001692,62,DE,desktop,146.38,20,3,1,0
tx_001693,44,IN,desktop,223.52,4,1,0,0
tx_001694,28,DE,mobile,26.83,3,2,1,0
tx_001695,64,US,mobile,389.92,9,6,0,1
tx_001696,49,IN,mobile,145.31,10,7,0,0
tx_001697,28,DE,desktop,72.66,17,2,0,0
tx_001698,42,BR,mobile,233.01,15,1,0,0
tx_001699,83,DE,tablet,174.11,23,5,0,0
tx_001700,36,CA,desktop,380.58,16,2,0,0
tx_001701,30,IN,mobile,194.68,4,4,0,1
tx_001702,64,BR,desktop,122.67,2,5,0,0
tx_001703,31,US,desktop,198.26,6,2,1,0
tx_001704,80,DE,desktop,516.04,23,2,0,0
tx_001705,76,CA,mobile,389.15,18,4,0,0
tx_001706,84,US,desktop,301.88,17,4,0,0
tx_001707,80,DE,mobile,400.6,6,3,0,0
tx_001708,34,BR,desktop,318.24,11,3,0,0
tx_001709,32,DE,mobile,95.91,16,3,0,0
tx_001710,41,DE,mobile,346.72,22,5,0,0
tx_001711,49,CA,tablet,432.88,14,3,1,0
tx_001712,77,BR,mobile,449.23,0,3,0,0
tx_001713,67,FR,mobile,78.52,20,6,0,0
tx_001714,61,US,desktop,135.99,22,2,0,0
